Gender,Height,Weight,Age
0,1.68443566,77.36682907,50
0,1.807367373,85.3838804,34
0,1.808285555,88.91679327,23
0,1.833820473,97.32588851,36
0,1.908580682,101.6436605,35
0,1.636056118,71.91809402,43
0,1.644257667,75.51070964,26
0,1.610733735,72.62612953,33
0,1.723359544,79.89688628,20
0,1.674670684,79.13165291,46
0,1.802553986,87.93945524,26
0,1.716554414,84.80344975,46
0,1.742170953,78.7282522,32
0,1.78625231,87.68551488,20
0,1.83882348,94.52902904,45
0,1.798853358,93.4389922,30
0,1.6739472,78.26541086,24
0,1.899806325,105.5035841,46
0,1.719098782,80.38101837,38
0,1.705764866,79.65836291,26
0,1.823084613,96.42907133,38
0,1.642500176,75.72299502,37
0,1.730321777,89.07683232,24
0,1.696391345,75.02550668,25
0,1.69687198,80.07520116,43
0,1.724308199,79.20727198,43
0,1.757012368,88.54309719,47
0,1.78371662,93.28092444,36
0,1.647340594,71.81017794,49
0,1.722659214,76.68072938,47
0,1.611385508,61.52193917,29
0,1.824953895,98.93762787,36
0,1.69489646,70.70273983,37
0,1.82799862,91.39599883,37
0,1.930946088,106.9959459,41
0,1.815496604,88.61343201,23
0,1.711196562,80.10710366,24
0,1.792106776,90.00464789,50
0,1.774627922,84.22535602,49
0,1.725871731,80.42983212,49
0,1.88225956,97.85020568,46
0,1.756866556,84.81742417,44
0,1.690556987,77.81763461,23
0,1.694224155,78.38540094,25
0,1.708053466,76.31759043,28
0,1.753908699,74.29500632,50
0,1.795091368,86.1784282,33
0,1.663677803,71.14283522,23
0,1.655758721,78.27958393,43
0,1.716234265,76.67300816,42
0,1.874914546,104.9317497,23
0,1.818810369,93.99114592,46
0,1.720212071,78.07381958,45
0,1.733074218,90.62483357,43
0,1.674610661,76.23147946,45
0,1.817335426,89.71411104,47
0,1.756778794,89.29356691,29
0,1.742384032,81.73323361,40
0,1.804864386,85.77506233,44
0,1.616562346,71.84703733,34
0,1.808037983,94.74951594,48
0,1.679671658,84.87125599,41
0,1.652460582,71.46595534,20
0,1.729524368,82.3784331,37
0,1.803229461,92.85563636,41
0,1.885221612,104.8209477,39
0,1.760912324,84.47094314,27
0,1.64925939,82.12873907,23
0,1.736013267,90.21359622,27
0,1.80160338,92.23150259,38
0,1.561539477,73.02891254,31
0,1.739670122,86.08012782,43
0,1.830070863,90.79493356,39
0,1.842054027,100.617982,28
0,1.809344968,97.0794323,22
0,1.835385197,91.47456763,22
0,1.716155446,84.89210596,21
0,1.835600889,89.1281029,32
0,1.590049479,68.80757539,43
0,1.682408872,75.87189581,20
0,1.769124649,90.17854692,20
0,1.759865923,81.08369523,41
0,1.796425673,87.77290345,41
0,1.748250316,89.67705443,47
0,1.676769831,83.65615035,20
0,1.686941378,70.38311641,42
0,1.692040244,73.0122403,36
0,1.728087929,85.75259036,47
0,1.790764492,78.45159961,29
0,1.756609842,88.84138633,39
0,1.798197171,97.84419742,24
0,1.655940491,75.60425082,37
0,1.899560943,108.600609,45
0,1.80510303,83.57335412,21
0,1.761092146,90.69564213,37
0,1.775443331,86.80826809,32
0,1.636403195,76.69360609,40
0,1.723447567,88.31951134,46
0,1.715749796,83.11407398,22
0,1.899096948,95.40585429,42
0,1.814044856,89.81518544,46
0,1.704860157,78.30570992,22
0,1.774437082,89.37453794,49
0,1.738146136,86.39719276,28
0,1.725513909,83.69863179,30
0,1.739785196,81.60082388,35
0,1.657204557,72.33706112,33
0,1.782711507,89.74354062,47
0,1.806048594,98.53496834,39
0,1.738571972,85.2187873,50
0,1.661685975,80.20938061,28
0,1.719603457,83.96743859,26
0,1.885269572,101.2734877,26
0,1.80765166,93.85169242,47
0,1.707665021,77.55870322,33
0,1.724169652,79.4661442,41
0,1.71136336,78.59881884,44
0,1.746539165,82.14329864,42
0,1.821317564,91.88617158,48
0,1.762280792,90.63533789,48
0,1.872403547,101.367221,40
0,1.764119284,99.43841572,22
0,1.797975357,95.78960586,26
0,1.822922625,91.0652984,35
0,1.761327253,94.69831081,39
0,1.658268364,73.20638624,25
0,1.801418451,94.2566642,46
0,1.742358717,82.00963164,39
0,1.742539914,80.18842458,47
0,1.76476363,88.25567733,43
0,1.674648113,73.92672637,36
0,1.740496452,78.5807969,49
0,1.877803508,97.78686414,43
0,1.808431238,95.29910614,47
0,1.690540688,83.91942135,34
0,1.822257461,85.24505912,29
0,1.771522208,85.34291376,27
0,1.695470006,81.42495109,29
0,1.770191066,96.0174281,42
0,1.788252904,89.65630026,29
0,1.753104803,84.48435011,28
0,1.644203382,75.33155213,46
0,1.803354698,85.62892062,37
0,1.637282557,73.18765225,45
0,1.771641417,87.74433507,31
0,1.816785593,85.84228848,40
0,1.735532534,94.23352592,23
0,1.797427487,90.39596112,23
0,1.814047489,95.17381252,20
0,1.762521567,81.71223255,33
0,1.828847656,88.98612902,23
0,1.757466979,85.91330628,22
0,1.680628989,75.06331403,24
0,1.70871585,82.71851913,46
0,1.801265822,85.96718252,24
0,1.755648661,85.99814697,29
0,1.712192682,77.18427457,21
0,1.852645391,98.00338083,44
0,1.79047317,80.30284551,20
0,1.752813296,88.91210374,36
0,1.695760983,76.05464682,36
0,1.75566837,81.45481635,40
0,1.857410901,100.0731996,32
0,1.714168755,74.51031349,35
0,1.649862289,70.99536796,34
0,1.721678666,83.30205399,36
0,1.718628367,77.23605147,40
0,1.688503861,76.47494962,49
0,1.853875291,95.07391133,31
0,1.766909634,88.59230248,43
0,1.803494035,88.12816388,24
0,1.775860741,99.48658356,38
0,1.821111044,93.04387677,37
0,1.718311934,81.12591096,41
0,1.734710555,82.41493491,36
0,1.744659783,92.31761172,41
0,1.750464101,74.90063432,33
0,1.751609847,89.76482066,31
0,1.70808319,78.58686304,26
0,1.750466437,83.42303351,48
0,1.672302375,63.28074691,44
0,1.642648604,72.64786002,26
0,1.68391917,74.19682639,22
0,1.704282087,87.96149997,26
0,1.701759963,86.1194297,39
0,1.802437666,83.5482685,31
0,1.73789363,86.52859055,40
0,1.718377637,85.35178203,40
0,1.920756748,102.5885623,26
0,1.791954331,89.74121229,32
0,1.749830808,86.40067433,27
0,1.73443058,79.93042333,48
0,1.65087829,80.60185692,20
0,1.665627928,78.77169714,30
0,1.760378162,95.44838437,37
0,1.66890311,77.14311262,20
0,1.722224816,78.6666176,36
0,1.758093658,83.87151489,28
0,1.727584608,88.11199363,33
0,1.572947649,67.64158043,35
0,1.70856903,87.28833087,37
0,1.718994713,81.51964081,28
0,1.777264506,92.00149344,42
0,1.658965241,74.0849576,45
0,1.826416191,98.42526741,25
0,1.682344527,83.06631857,40
0,1.671702891,75.54812268,22
0,1.850265376,93.08430347,37
0,1.802119468,86.03314686,25
0,1.812136338,99.13212535,20
0,1.804817479,92.126727,25
0,1.572912047,63.44901148,47
0,1.746569915,89.02213418,30
0,1.716635545,81.6040867,40
0,1.710990467,74.44259519,31
0,1.673333923,76.26977976,40
0,1.744850448,86.05103941,44
0,1.766189016,88.51264921,25
0,1.692524532,86.38002666,44
0,1.773175046,92.71047542,37
0,1.744472281,88.95765207,37
0,1.819029178,95.08878634,32
0,1.770124342,86.59111133,30
0,1.800891195,89.77089903,38
0,1.72735113,84.70763621,28
0,1.793643484,85.56182862,44
0,1.817911967,79.98940715,20
0,1.854530436,94.93400606,33
0,1.54300528,61.75413412,33
0,1.754689348,86.5919195,27
0,1.761207458,86.82342598,23
0,1.72103474,83.87221311,38
0,1.931091742,105.3575832,38
0,1.83458512,91.50968433,40
0,1.750597951,85.40988982,43
0,1.659510482,79.20893299,38
0,1.674686397,83.42101531,40
0,1.789857488,85.04192382,35
0,1.858802226,96.98297182,23
0,1.741195826,79.46463437,49
0,1.740650451,76.89106823,30
0,1.615353198,65.57456799,40
0,1.705467138,79.67310212,36
0,1.798739411,89.43238166,48
0,1.867672969,101.100189,46
0,1.679986511,75.01339925,21
0,1.724837433,77.28672617,41
0,1.814411375,98.24671188,27
0,1.704665476,78.77891349,24
0,1.861415239,98.81906564,40
0,1.617286847,73.02183485,39
0,1.758326652,87.87134957,26
0,1.769624689,80.32614999,26
0,1.790333964,92.89226745,31
0,1.752722323,80.15051813,20
0,1.738833985,87.42035631,23
0,1.677031592,75.71928366,50
0,1.760685017,84.68843336,27
0,1.754578119,85.49033048,28
0,1.868485404,94.49500762,25
0,1.678630655,73.24073211,41
0,1.867563737,97.49045769,28
0,1.769851669,93.03103651,46
0,1.693593628,83.08267884,40
0,1.853230009,94.73698154,50
0,1.733474019,94.29731363,48
0,1.827701953,95.53915094,40
0,1.804892897,92.64074274,48
0,1.701217931,88.52550118,39
0,1.739344731,86.47892178,50
0,1.810628433,90.53756307,36
0,1.650506891,75.65603054,34
0,1.695755242,81.08730566,26
0,1.746664001,84.25041157,27
0,1.752414111,87.87074419,50
0,1.810901565,103.7644064,45
0,1.753860259,87.23342481,35
0,1.690157024,79.81110709,25
0,1.740297776,79.88264815,50
0,1.713480196,80.490941,30
0,1.812481138,91.50148611,46
0,1.742199798,80.20094328,46
0,1.771300145,84.13798655,44
0,1.773783517,85.27937824,24
0,1.839232557,85.88863415,44
0,1.662042085,75.32732155,41
0,1.683201848,77.21096538,42
0,1.777350797,96.50986801,28
0,1.808717151,88.9548781,26
0,1.776413518,91.73653954,35
0,1.81320859,91.3070326,37
0,1.640558336,71.86126732,22
0,1.747345299,79.13355386,49
0,1.738525444,83.34847287,30
0,1.7577236,85.30771252,21
0,1.763424366,79.90631738,20
0,1.768001656,88.0728852,40
0,1.85119906,88.07233962,29
0,1.579332772,66.16727545,34
0,1.749421047,86.99941459,34
0,1.805437733,95.17167966,28
0,1.833440034,91.27504054,36
0,1.830397637,94.68564779,23
0,1.711456893,82.84508181,31
0,1.725543168,75.48075684,21
0,1.798372625,87.70682205,38
0,1.66495101,80.9288797,42
0,1.782860668,93.39763749,23
0,1.823190129,90.34459975,40
0,1.730512787,87.08823881,37
0,1.73633433,79.48338523,29
0,1.678698426,77.10042862,42
0,1.818138764,93.12816154,33
0,1.867835096,88.90852384,26
0,1.806338121,94.39694179,38
0,1.798178881,92.01394913,43
0,1.82192178,85.53062311,36
0,1.605195082,73.66427549,41
0,1.72977174,82.92625809,38
0,1.672748279,71.34578747,46
0,1.736003467,81.03219595,34
0,1.766833348,84.90588931,27
0,1.745702415,77.8326379,25
0,1.782023816,90.94520558,44
0,1.750656252,87.94891629,50
0,1.633227691,70.51688388,50
0,1.789576659,87.31424261,24
0,1.743054691,72.49998522,49
0,1.769488233,79.93617887,32
0,1.754099176,77.87252892,36
0,1.707568865,82.40799045,45
0,1.679344671,77.72637607,37
0,1.742885124,81.23901342,23
0,1.758928443,85.02012308,47
0,1.768907955,82.54173347,31
0,1.849048218,97.2671363,50
0,1.906121287,94.56980815,37
0,1.802709782,86.26847749,28
0,1.889459295,98.47790952,29
0,1.634802232,70.78181339,47
0,1.811709451,93.59872614,24
0,1.706172833,80.79491221,27
0,1.889806245,103.7815854,31
0,1.622248437,79.12624167,42
0,1.74970769,74.47387872,40
0,1.832156216,96.21645156,35
0,1.73745812,93.4308117,36
0,1.653356779,75.93357505,22
0,1.758437366,88.53453047,32
0,1.827477477,94.86416739,44
0,1.71356339,82.67631999,49
0,1.760551401,86.25176731,31
0,1.618771861,72.71877727,43
0,1.541270445,58.63992008,35
0,1.794851996,88.71941907,43
0,1.716891824,84.69452015,28
0,1.896101292,103.1748957,34
0,1.789867383,89.42745217,48
0,1.827381522,95.03686291,22
0,1.880257831,95.12892157,22
0,1.797872191,99.97133169,38
0,1.644075615,76.73829342,29
0,1.736932286,84.28372643,39
0,1.815321839,87.38843225,24
0,1.700392526,80.28394004,30
0,1.798246863,90.67908529,20
0,1.65843116,76.51260329,28
0,1.568554987,56.02183357,25
0,1.587012225,72.67221687,24
0,1.722267713,89.37986895,49
0,1.765963787,73.45620751,47
0,1.841522902,91.45354011,24
0,1.790330067,88.33841194,32
0,1.693922682,73.72580804,34
0,1.810818328,79.73286518,22
0,1.823641534,94.95660326,47
0,1.855634855,92.72577398,50
0,1.748878699,95.63223772,37
0,1.677557629,76.79196562,27
0,1.879245654,101.2816802,25
0,1.758994612,87.50425899,45
0,1.761256216,78.41487594,25
0,1.802800736,86.88079526,40
0,1.614459681,71.25602923,49
0,1.772165379,82.90045094,31
0,1.655790642,68.88296701,47
0,1.777468652,87.68303076,28
0,1.771668711,84.09431752,31
0,1.807757967,88.60875771,35
0,1.79253243,79.00085592,29
0,1.667541009,74.67111743,31
0,1.70531913,74.30612305,40
0,1.674322757,79.23807624,35
0,1.874184314,96.55354013,29
0,1.720529625,78.36474404,44
0,1.664822866,77.99561508,20
0,1.808836997,88.85415714,33
0,1.666049124,79.28133719,46
0,1.66795922,79.16864211,47
0,1.57411064,63.61802706,46
0,1.877062197,97.75950261,24
0,1.837495139,97.89489066,24
0,1.785920608,83.55730628,42
0,1.704738744,76.28216196,43
0,1.674688386,68.65515565,34
0,1.707588139,84.340209,22
0,1.78090789,92.173121,44
0,1.900977895,101.5626623,27
0,1.638996765,67.33432465,42
0,1.779305428,93.96582644,29
0,1.824566136,93.0580779,32
0,1.850056888,94.97618334,23
0,1.861871114,90.32513772,35
0,1.686390461,74.85923335,35
0,1.689488493,81.97756681,34
0,1.759532959,91.74546946,34
0,1.733095096,88.55419061,47
0,1.788515851,83.55222755,42
0,1.771066426,85.46655767,33
0,1.663975969,71.29479606,32
0,1.756090154,89.13937611,21
0,1.871124938,94.49713348,50
0,1.673679262,71.73922254,44
0,1.736205968,83.71810792,50
0,1.788791733,89.75397785,27
0,1.830840771,92.00328194,32
0,1.821466212,90.28606757,22
0,1.669524051,70.84986778,45
0,1.623021036,76.32632108,26
0,1.786030219,91.38806716,42
0,1.671037079,79.1768163,44
0,1.773621138,89.31101679,26
0,1.735614684,89.68561012,38
0,1.720639809,75.12167043,41
0,1.905864604,105.6172866,23
0,1.864466815,87.40698625,32
0,1.766694485,87.15721938,22
0,1.639294889,71.26044317,41
0,1.715691173,74.14748416,48
0,1.856654254,93.04198548,49
0,1.6904745,77.74539315,21
0,1.879390505,94.76851862,36
0,1.799915877,95.1288499,48
0,1.817849472,93.54215771,26
0,1.672298479,80.36811637,34
0,1.785002125,96.01644164,24
0,1.569050597,67.8071833,41
0,1.900557412,99.92578997,43
0,1.818774342,87.26889506,38
0,1.708410048,74.09819172,24
0,1.801478142,90.60243657,47
0,1.906519397,99.13092426,33
0,1.85676597,101.2274157,47
0,1.794818187,98.8443912,29
0,1.705477962,77.6452512,49
0,1.704931507,66.91063771,44
0,1.765937109,77.11437018,26
0,1.656710482,72.94153036,46
0,1.737629231,83.95815668,20
0,1.746595471,80.30992661,37
0,1.725599919,85.66172191,26
0,1.758644366,72.21990303,32
0,1.739032866,85.29672383,33
0,1.668638395,68.46286602,25
0,1.763550877,78.15232707,21
0,1.679842302,75.44844385,42
0,1.800280623,84.50785686,36
0,1.675719202,85.10584088,22
0,1.649456831,74.3220855,41
0,1.736565997,89.31950402,43
0,1.765952535,86.03510149,38
0,1.68797567,85.7028786,38
0,1.764657906,80.42808058,40
0,1.745747999,83.50586484,49
0,1.87404812,100.3356443,37
0,1.943151723,98.81285551,45
0,1.809136447,90.3323188,29
0,1.638461022,74.60334087,49
0,1.689200278,74.04530128,33
0,1.757948007,85.09062147,35
0,1.614081019,68.1844256,28
0,1.771174205,91.93065867,47
0,1.74265198,82.41489185,34
0,1.815192539,93.6919985,44
0,1.765544526,92.51039251,23
0,1.873498495,105.037946,36
0,1.734259252,88.52151028,36
0,1.84035137,90.83446915,41
0,1.797541104,88.59549093,29
0,1.789487954,85.30559515,34
0,1.750167611,88.28107473,32
0,1.758659568,89.52929313,20
0,1.708860739,70.93711664,47
0,1.815183254,94.22609296,27
0,1.748555588,77.96877548,31
0,1.813715131,98.37790984,48
0,1.781683365,86.43327744,20
0,1.795267743,93.47838512,35
0,1.74094783,91.20584685,25
0,1.814445692,93.69345068,29
0,1.656612153,72.10303224,50
0,1.797641641,94.4324563,34
0,1.771909951,85.17553826,44
0,1.624651529,76.34896,35
0,1.785729318,89.26759713,20
0,1.786051542,93.20720444,49
0,1.712100784,74.63691215,36
0,1.704889587,75.82382186,43
0,1.736794003,76.64277729,23
0,1.767290804,83.54640279,30
0,1.58832241,76.26001189,28
0,1.761158789,83.50086861,35
0,1.696405062,78.08411171,38
0,1.914942653,99.14045229,48
0,1.783429746,86.01282257,37
0,1.806034128,89.23353116,49
0,1.772768298,82.41414657,41
0,1.688388226,79.54156542,32
0,1.79613193,94.65326013,38
0,1.615918651,73.77549895,27
0,1.791955289,86.76590061,23
0,1.71203508,87.37989833,50
0,1.814457071,96.75182463,32
0,1.742275975,84.98980995,26
0,1.814892724,92.26679048,37
0,1.795752856,86.16121489,43
0,1.813346825,89.48165922,35
0,1.790338917,87.69158594,41
0,1.889971751,102.8122553,47
0,1.610373971,83.98555013,44
0,1.73735634,77.70027594,35
0,1.712721722,79.42148133,39
0,1.798628396,88.98916712,47
0,1.704604293,88.3230629,26
0,1.720300226,83.65916118,25
0,1.74119462,81.43165074,28
0,1.742938404,87.34949595,24
0,1.793389916,89.49716425,35
0,1.704007651,74.45610014,32
0,1.658920706,75.88557948,28
0,1.77607688,84.29323551,29
0,1.736465199,87.97358168,48
0,1.800096645,93.36232858,50
0,1.930716282,106.7745878,26
0,1.726339035,80.25701945,36
0,1.772036765,90.26141842,30
0,1.767047813,91.02224565,27
0,1.817628111,97.04244743,49
0,1.802338056,91.45729584,20
0,1.662202751,65.36599857,21
0,1.802797168,91.88353199,38
0,1.727021876,83.42770483,49
0,1.791173866,90.50722949,21
0,1.755376973,79.83918685,41
0,1.818785194,88.40479298,29
0,1.775198338,92.29856077,24
0,1.688008605,75.59394501,30
0,1.785403967,94.10818259,47
0,1.590550297,69.32107697,44
0,1.692194103,66.31782528,36
0,1.659900639,71.09357693,27
0,1.818814831,95.22219646,36
0,1.763091553,83.40231766,21
0,1.775306416,91.0643331,44
0,1.667918683,74.47421278,44
0,1.635973413,70.13199166,42
0,1.743126386,85.91802289,38
0,1.767850715,80.08838483,33
0,1.7133155,78.58150467,20
0,1.731521326,84.01501582,37
0,1.76666533,92.43133376,44
0,1.669984709,82.56312487,44
0,1.857312501,91.47563629,25
0,1.692174905,80.65426546,39
0,1.756309601,91.89487351,48
0,1.675534545,84.45597765,29
0,1.706966381,84.10612573,28
0,1.662533837,79.74806578,42
0,1.854968047,95.05115669,29
0,1.735261491,81.34732699,32
0,1.684894119,74.99695078,50
0,1.837998056,89.91517929,40
0,1.720026098,83.86929896,32
0,1.790134399,90.81541777,26
0,1.807543603,90.45078866,35
0,1.761614924,91.76064205,26
0,1.780473397,91.60713289,49
0,1.760154729,89.5051069,26
0,1.608076436,71.20342116,26
0,1.724339088,83.14890124,32
0,1.859359154,92.07397554,43
0,1.857789055,87.94831483,42
0,1.800761558,88.7081022,32
0,1.832428059,97.43942189,47
0,1.832176222,83.51346432,20
0,1.808651733,87.86542403,39
0,1.682807989,77.14716536,23
0,1.83748003,93.28781003,36
0,1.72895408,75.4029479,45
0,1.813495273,89.98037814,37
0,1.669444553,76.95023143,42
0,1.704608774,72.58516338,35
0,1.834265555,92.94229485,25
0,1.600451691,67.07565535,31
0,1.767060077,82.06341195,23
0,1.788265219,98.79240125,37
0,1.727970932,85.87829469,49
0,1.772362467,79.85954165,33
0,1.576800487,59.08266433,40
0,1.672197604,72.25356693,33
0,1.797839371,87.06039813,34
0,1.767117862,82.60958692,50
0,1.710110866,85.42028375,29
0,1.722494333,86.96598721,47
0,1.693732354,73.8172192,25
0,1.76885214,89.61279504,29
0,1.645268921,82.80718553,43
0,1.878662461,90.7061954,40
0,1.7255114,83.63243538,27
0,1.695962394,75.05204898,36
0,1.750986984,80.114367,22
0,1.941441674,103.7972747,34
0,1.752505597,81.79180244,33
0,1.86695046,102.4817317,50
0,1.767922362,86.08464621,24
0,1.830515113,91.72883181,41
0,1.790429884,81.14227402,30
0,1.70268861,75.75702182,22
0,1.681079718,78.29370138,46
0,1.744836411,81.61565024,34
0,1.692995523,72.62922273,24
0,1.773905438,80.90362021,30
0,1.682628011,70.10824925,28
0,1.849403902,94.71603016,23
0,1.637661848,76.83928992,31
0,1.771767318,82.37689292,41
0,1.794804277,92.44661749,39
0,1.840757391,83.64912712,47
0,1.731560397,90.56771496,50
0,1.853877862,93.7094781,35
0,1.791556128,89.15389838,22
0,1.779196166,86.16889124,46
0,1.753011612,89.23533222,21
0,1.868152458,100.8151892,39
0,1.730203145,81.66240789,31
0,1.73450945,80.92181303,36
0,1.816790645,91.94954182,46
0,1.864275919,100.2021591,31
0,1.774055476,90.08175882,24
0,1.781863497,92.39658991,40
0,1.684016405,68.09494842,26
0,1.942924408,103.0110186,41
0,1.804226192,84.69954082,40
0,1.692431825,77.2885031,39
0,1.678321992,82.733788,27
0,1.793577912,85.02132587,43
0,1.656171722,71.95671438,45
0,1.698294673,79.72665553,28
0,1.873456904,100.1225542,45
0,1.775414937,88.77956257,32
0,1.765997453,85.72669744,47
0,1.695313118,69.89879838,35
0,1.754495607,81.35456541,37
0,1.741471951,78.09313546,48
0,1.786196343,86.37722302,27
0,1.827511314,94.37140431,26
0,1.801284018,87.0218898,32
0,1.787430108,89.51583477,37
0,1.722033964,86.02410491,28
0,1.744983379,94.36199513,34
0,1.755515159,85.58606465,21
0,1.719509872,84.99949951,37
0,1.810524009,98.82249404,23
0,1.814264038,91.53868874,30
0,1.80450486,92.80169055,45
0,1.644050189,65.01023379,50
